85,7
29,33
41,52
5,55
24,91
86,69
12,40
93,69
62,11
100,15
38,40
54,9
35,27
55,70
38,41
61,34
82,75
72,40
70,57
16,62
71,14
2,37
62,57
50,68
35,93
15,61
35,70
6,71
93,63
70,26
85,31
30,89
86,81
32,40
26,64
52,38
48,79
9,74
73,33
65,11
9,63
22,36
99,74
62,6
30,15
19,12
26,41
40,4
20,80
65,34
18,30
47,32
99,51
37,100
30,36
78,45
79,27
31,40
70,37
62,15
93,1
65,51
82,72
71,19
55,14
66,95
54,35
38,96
35,18
38,35
58,84
16,51
58,89
95,53
85,60
44,12
26,13
3,22
70,39
15,50
45,2
80,42
47,95
70,92
81,31
19,98
3,7
8,18
78,4
54,65
93,48
84,89
73,77
86,93
2,95
53,88
83,28
60,88
99,24
65,13
100,49
78,93
79,5
12,53
72,90
46,1
93,82
4,37
19,68
71,2
90,78
28,46
11,40
40,16
28,76
52,28
87,72
35,51
52,6
61,56
13,86
94,76
87,16
58,70
62,46
7,73
72,13
9,13
28,47
81,8
28,62
55,65
56,28
39,77
19,87
97,74
33,24
62,22
39,93
41,17
28,14
43,68
15,78
79,78
48,2
15,37
14,11
67,51
57,39
95,62
4,11
22,50
3,30
17,22
44,54
72,50
40,21
58,75
20,42
13,46
57,49
90,55
26,78
2,87
37,17
34,13
38,86
82,25
39,10
39,64
33,38
97,8
1,79
57,55
37,97
4,10
82,39
18,75
37,18
79,80
52,57
66,12
52,44
19,50
10,68
93,70
71,77
91,49
44,92
79,49
9,35
27,82
8,33
57,37
71,65
84,52
15,48
87,4
15,81
8,27
92,67
94,16
25,78
67,89
59,13
6,82
29,82
67,32
15,14
99,85
17,74
6,24
47,14
92,93
83,56
79,99
84,97
70,49
73,93
22,59
73,27
29,50
83,58
78,53
59,26
6,29
95,38
30,57
77,21
34,82
28,27
42,43
93,7
33,61
72,59
24,30
21,36
49,55
98,38
33,62
100,29
80,22
61,86
91,17
7,27
83,48
10,89
100,82
83,16
10,22
91,97
58,80
11,5
59,90
50,82
55,92
1,70
68,55
86,17
85,39
16,23
70,88
79,44
92,82
4,94
20,51
98,1
81,21
36,65
92,5
59,52
5,63
27,4
74,93
87,97
81,79
70,76
63,4
95,57
9,69
33,49
21,71
55,47
43,82
18,40
69,77
48,25
51,48
33,18
84,61
5,50
65,78
72,53
61,90
23,28
51,74
27,90
32,3
4,68
38,57
60,43
87,38
65,99
8,55
91,78
72,18
54,55
3,85
83,15
69,67
29,99
35,53
