96,61
57,247
60,43
47,113
89,186
56,228
83,100
2,469
51,53
47,288
29,113
35,72
55,69
77,396
64,304
11,435
12,180
11,402
50,409
32,185
47,169
31,219
57,195
38,238
21,183
49,28
98,48
35,465
62,419
55,476
48,312
22,362
50,138
81,218
9,156
39,154
84,313
89,495
69,353
74,346
33,254
72,305
78,105
74,176
77,151
27,298
33,357
93,263
20,487
16,298
84,244
87,325
43,106
53,407
62,11
97,398
27,290
66,163
84,100
84,102
49,44
65,479
82,167
60,184
82,8
42,337
88,52
82,16
73,425
94,151
19,455
93,79
43,425
30,54
16,427
25,21
28,60
68,250
95,262
64,208
7,177
79,35
55,115
80,310
71,52
99,346
3,289
6,276
75,32
43,407
24,108
5,266
80,148
71,334
18,118
99,319
97,164
93,219
45,377
100,485
46,90
42,141
94,55
28,13
84,340
85,329
5,387
83,243
5,491
17,485
50,90
22,488
27,36
80,436
23,272
85,365
15,130
45,184
6,98
57,425
27,471
22,272
54,491
7,226
33,324
92,373
79,282
25,129
43,39
61,322
36,274
34,314
37,383
83,170
43,431
71,498
5,494
17,429
21,268
64,28
15,35
44,13
68,285
92,77
91,473
46,188
73,75
23,439
54,415
27,360
15,28
85,431
30,329
33,345
92,48
30,40
72,147
37,126
42,338
42,195
62,142
66,32
73,238
90,214
3,407
41,499
19,398
36,433
23,400
85,489
24,493
97,71
46,393
36,278
94,396
58,434
42,19
35,94
28,143
53,436
26,232
40,271
63,28
84,408
36,302
49,425
94,339
91,54
82,30
77,121
87,427
37,328
59,8
56,353
62,489
34,242
36,126
64,222
74,118
24,401
88,372
9,330
37,169
61,109
30,433
53,499
18,192
91,331
18,483
4,56
21,311
48,224
4,273
50,462
25,362
17,472
76,341
45,123
60,149
71,370
27,229
25,173
19,262
20,327
57,388
85,185
7,347
4,165
52,491
37,229
16,479
11,50
38,94
38,231
62,443
40,303
89,499
46,56
79,467
6,491
26,391
85,232
22,234
22,67
2,465
11,369
34,66
50,228
63,154
17,14
15,310
51,182
97,265
29,21
99,464
15,326
30,47
10,15
2,194
44,464
92,168
84,363
21,77
16,7
40,207
5,310
74,263
64,357
70,35
